iter	Accuracy	Logloss
65	0.8044403543	0.447874492
66	0.8037501438	0.4468389361
67	0.8038651789	0.4459700284
68	0.8042102841	0.4451718674
69	0.8042102841	0.4444324554
70	0.8042102841	0.443668306
71	0.8044403543	0.4429625758
72	0.8044403543	0.4418335047
73	0.8042102841	0.4410244198
74	0.8046704245	0.4403786148
75	0.8046704245	0.4397496462
76	0.8045553894	0.4390926299
77	0.8062809157	0.438079678
78	0.8061658806	0.4373070159
79	0.8062809157	0.4365421302
80	0.8057057403	0.4360125522
81	0.8060508455	0.4352862514
82	0.8059358104	0.4345375039
83	0.8063959508	0.4340299953
84	0.8063959508	0.4333671707
85	0.8061658806	0.4328566879
86	0.8066260209	0.432458999
87	0.806741056	0.4320649567
88	0.8066260209	0.4315628338
89	0.806741056	0.4309875518
90	0.8070861613	0.4306147986
91	0.8070861613	0.4299958812
92	0.8072011964	0.4296955434
93	0.8072011964	0.4293786327
94	0.8073162315	0.4290487566
95	0.8068560911	0.4284274964
96	0.8073162315	0.428114224
97	0.8069711262	0.4277030219
98	0.8073162315	0.4271969262
99	0.8073162315	0.4266746682
100	0.8076613367	0.4262505528
101	0.8077763718	0.4256348487
102	0.8077763718	0.4251888906
103	0.8076613367	0.4248893075
104	0.8075463016	0.4245953071
105	0.8075463016	0.424346152
106	0.8076613367	0.4240572842
107	0.8078914069	0.4236574772
108	0.808006442	0.423103129
109	0.8078914069	0.4227658841
110	0.808006442	0.4223308914
111	0.8085816174	0.4217430873
112	0.8086966525	0.4214796297
113	0.8089267227	0.4211747511
114	0.8085816174	0.4210351293
115	0.8090417577	0.4207279861
116	0.8090417577	0.4203639141
117	0.8084665823	0.4201193249
118	0.8084665823	0.419813685
119	0.8088116876	0.4195813997
120	0.8092718279	0.4192487841
121	0.8091567928	0.4188742124
122	0.8090417577	0.4184649991
123	0.8096169332	0.4182316115
124	0.8099620384	0.4175732779
125	0.8097319683	0.4170083811
126	0.8097319683	0.4167851596
127	0.8098470033	0.4162096128
128	0.8098470033	0.4158028555
129	0.8100770735	0.4154172823
130	0.8096169332	0.4151586032
131	0.8097319683	0.4147183038
132	0.8099620384	0.4140904005
133	0.8101921086	0.4136491716
134	0.8104221788	0.4130877436
135	0.8103071437	0.4128128413
136	0.8104221788	0.412630886
137	0.810767284	0.4123871739
138	0.810767284	0.4120783103
139	0.810767284	0.4117674908
140	0.810767284	0.4116127937
141	0.8109973542	0.4111705503
142	0.810767284	0.4109180562
143	0.8103071437	0.410650703
144	0.8104221788	0.410391309
145	0.8105372139	0.4101672499
146	0.8105372139	0.4099904221
147	0.8105372139	0.409654966
148	0.8105372139	0.4093764759
149	0.8106522489	0.4091812362
150	0.8105372139	0.408981265
151	0.8105372139	0.4088923132
152	0.8108823191	0.4086025645
153	0.810767284	0.4083398556
154	0.8106522489	0.4081250937
155	0.8108823191	0.407871048
156	0.8112274244	0.4072699152
157	0.8109973542	0.407089285
158	0.8109973542	0.4069171721
159	0.8111123893	0.4064644717
160	0.8111123893	0.4063372707
161	0.8114574945	0.4060121004
162	0.8112274244	0.4058589046
163	0.8114574945	0.4057337181
164	0.8116875647	0.4055138112
165	0.8116875647	0.4054375344
166	0.81203267	0.4053085962
167	0.8119176349	0.4052001462
168	0.8122627401	0.4048825803
169	0.8123777752	0.4047491047
170	0.8123777752	0.4046942595
171	0.8124928103	0.404500208
172	0.8121477051	0.4043153536
173	0.8122627401	0.4036784695
174	0.8122627401	0.4031940152
175	0.8121477051	0.4030711752
176	0.8123777752	0.4025315888
177	0.8123777752	0.4023719733
178	0.8127228805	0.4022178304
179	0.8127228805	0.4020114976
180	0.8127228805	0.4019925727
181	0.8123777752	0.4018174217
182	0.8123777752	0.4014882573
183	0.8124928103	0.4011953923
184	0.8126078454	0.40104092
185	0.8127228805	0.400627877
186	0.8126078454	0.4004996516
187	0.8127228805	0.4003199522
188	0.8128379156	0.3999070306
189	0.8130679857	0.3997129263
190	0.8130679857	0.3995663736
191	0.8127228805	0.399387355
192	0.8126078454	0.3992724015
193	0.8124928103	0.3989989076
194	0.8129529506	0.3988936188
195	0.8127228805	0.3985510126
196	0.8129529506	0.3982477999
197	0.8130679857	0.3980798002
198	0.8130679857	0.3978577096
199	0.8131830208	0.3976506922
200	0.8131830208	0.3973098512
201	0.8131830208	0.3971149969
202	0.8135281261	0.3970261405
203	0.8135281261	0.3968436633
204	0.8135281261	0.3966979168
205	0.8135281261	0.3965372339
206	0.8136431612	0.3964076654
207	0.8136431612	0.3962410791
208	0.8137581962	0.3961075247
209	0.8137581962	0.3959784117
210	0.8141033015	0.3957807694
211	0.8139882664	0.3956411477
212	0.8136431612	0.3955149996
213	0.8132980559	0.3952443379
214	0.8132980559	0.3950279433
215	0.813413091	0.3949048978
216	0.8135281261	0.3947699214
217	0.8139882664	0.3946440148
218	0.8141033015	0.3945624979
219	0.8142183366	0.3944458447
220	0.8141033015	0.3942745516
221	0.8139882664	0.3941741325
222	0.8142183366	0.3940458979
223	0.8141033015	0.3939276789
224	0.8142183366	0.3938196604
225	0.8142183366	0.3937083739
226	0.8138732313	0.3933992572
227	0.8136431612	0.3932621715
228	0.8141033015	0.3930781929
229	0.8135281261	0.3929281079
230	0.8136431612	0.3927563497
231	0.8135281261	0.3926451861
232	0.8138732313	0.3924379915
233	0.813413091	0.3923459032
234	0.813413091	0.3922570107
235	0.8135281261	0.3921507564
236	0.8138732313	0.3918369971
237	0.8136431612	0.3917345964
238	0.8137581962	0.3916023712
239	0.8137581962	0.391485757
240	0.813413091	0.3913367227
241	0.8137581962	0.3911903509
242	0.8141033015	0.3910961454
243	0.8139882664	0.3909915114
244	0.8142183366	0.39088836
245	0.8141033015	0.3907878736
246	0.8139882664	0.3906684137
247	0.8143333717	0.3906181684
248	0.8143333717	0.3904355283
249	0.8144484068	0.3903169932
250	0.8141033015	0.3900128832
251	0.8142183366	0.3899654863
252	0.8142183366	0.3898515537
253	0.8145634418	0.389758244
254	0.8144484068	0.3896528919
255	0.8142183366	0.3895725286
256	0.8138732313	0.3893206125
257	0.8139882664	0.389244911
258	0.8139882664	0.3891663853
259	0.8141033015	0.3888999391
260	0.8138732313	0.3887814767
261	0.8142183366	0.3886419517
262	0.8141033015	0.3885081553
263	0.8141033015	0.3883358246
264	0.8141033015	0.3882286938
265	0.8141033015	0.3881219383
266	0.8145634418	0.3879806262
267	0.814793512	0.3878333982
268	0.814793512	0.3877424509
269	0.8149085471	0.387654171
270	0.8151386173	0.3874773287
271	0.8150235822	0.387335159
272	0.8150235822	0.3872634861
273	0.8152536524	0.3871484545
274	0.8152536524	0.3870947839
275	0.8158288278	0.3868320367
276	0.8157137927	0.3866835245
277	0.8157137927	0.3865046863
278	0.8162889681	0.386411946
279	0.8164040032	0.38636165
280	0.8165190383	0.3862944344
281	0.8164040032	0.3861983787
282	0.8162889681	0.3859230311
283	0.8164040032	0.3858131499
284	0.8164040032	0.3857102098
285	0.8162889681	0.3855601032
286	0.8165190383	0.385390628
287	0.8166340734	0.3851117717
288	0.8167491085	0.3849694015
289	0.8167491085	0.3848824313
290	0.8169791786	0.3846458402
291	0.8169791786	0.3845623272
292	0.8169791786	0.3844354495
293	0.8168641436	0.3843425647
294	0.8169791786	0.3842438738
295	0.8169791786	0.3840903343
296	0.8173242839	0.3839575702
297	0.8170942137	0.38380614
298	0.8173242839	0.383683194
299	0.8173242839	0.3835306091
300	0.8175543541	0.3834480618
301	0.8173242839	0.3833963
302	0.8176693892	0.3832178126
303	0.8175543541	0.3831253306
304	0.817439319	0.3830693918
305	0.8176693892	0.3829651755
306	0.8175543541	0.3828448631
307	0.817439319	0.3826022745
308	0.817439319	0.3825466397
309	0.8175543541	0.3824087515
310	0.8173242839	0.3823425201
311	0.8176693892	0.3822060385
312	0.8176693892	0.3821097628
313	0.8175543541	0.3820214996
314	0.8176693892	0.3818975983
315	0.8176693892	0.3818035106
316	0.8177844242	0.3817095581
317	0.8176693892	0.381664978
318	0.8176693892	0.3815801263
319	0.8176693892	0.3813710238
320	0.8180144944	0.3813016476
321	0.8177844242	0.3812047647
322	0.8175543541	0.3810002866
323	0.8175543541	0.3808154477
324	0.8177844242	0.3806762783
325	0.8177844242	0.380611295
326	0.8178994593	0.3805354166
327	0.8180144944	0.3804496009
328	0.8180144944	0.3803158773
329	0.8177844242	0.3802396226
330	0.8180144944	0.3801405793
331	0.8177844242	0.3800133999
332	0.8178994593	0.3799284997
333	0.8181295295	0.3797244031
334	0.8182445646	0.3796605173
335	0.8183595997	0.3795815426
336	0.8184746348	0.3794585258
337	0.8185896698	0.3793114349
338	0.8185896698	0.3792020741
339	0.8185896698	0.3790634424
340	0.81881974	0.3789750463
341	0.8187047049	0.378807998
342	0.8189347751	0.3785267785
343	0.8190498102	0.3784491967
344	0.8189347751	0.3783845047
345	0.8190498102	0.3783479771
346	0.8190498102	0.378220808
347	0.8189347751	0.3781596065
348	0.8190498102	0.3780212178
349	0.8190498102	0.3779202247
350	0.8190498102	0.3778171848
351	0.8190498102	0.3777114529
352	0.8190498102	0.377613331
353	0.8191648453	0.3775486152
354	0.8191648453	0.3774664614
355	0.8191648453	0.3774088517
356	0.8190498102	0.3773074918
357	0.8191648453	0.3771473519
358	0.8192798804	0.3770406248
359	0.8192798804	0.3769211743
360	0.8195099505	0.376836964
361	0.8195099505	0.3767508385
362	0.8195099505	0.3766926073
363	0.8196249856	0.3766330774
364	0.8195099505	0.3765097555
365	0.8195099505	0.376422035
366	0.8196249856	0.3763360566
367	0.8195099505	0.3762665907
368	0.8195099505	0.376074848
369	0.8206603014	0.3759513572
370	0.8206603014	0.375815585
371	0.8206603014	0.3756838888
372	0.8206603014	0.375571875
373	0.8207753365	0.3754784777
374	0.8206603014	0.3754033878
375	0.8206603014	0.3753447172
376	0.8206603014	0.3752594208
377	0.8206603014	0.375192405
378	0.8204302312	0.3751039177
379	0.8206603014	0.3750432408
380	0.8206603014	0.3748543506
381	0.8204302312	0.3747326341
382	0.8207753365	0.374634194
383	0.8208903716	0.374591292
384	0.8208903716	0.3744794092
385	0.8208903716	0.3743775793
386	0.8208903716	0.3743198001
387	0.8208903716	0.3742220614
388	0.8210054066	0.374125856
389	0.8210054066	0.3739845492
390	0.8210054066	0.3738833222
391	0.8210054066	0.3737821495
392	0.8210054066	0.3736994132
393	0.8211204417	0.3736316299
394	0.8211204417	0.3735572963
395	0.8211204417	0.3734128159
396	0.8210054066	0.3732332503
397	0.8213505119	0.3730969409
398	0.821465547	0.3730112035
399	0.821465547	0.3729219544
400	0.821465547	0.372856743
401	0.821465547	0.3727954956
402	0.8215805821	0.3726706749
403	0.8215805821	0.372586644
404	0.8218106522	0.3724860951
405	0.8220407224	0.3723765092
406	0.8223858277	0.3721889406
407	0.8222707926	0.3720759138
408	0.8221557575	0.3719512588
409	0.8234211434	0.3718573773
410	0.8234211434	0.3717690362
411	0.8234211434	0.3716579867
412	0.824111354	0.3715603129
413	0.8245714943	0.3714291664
414	0.8246865294	0.3713311094
415	0.8248015645	0.3712353827
416	0.8249165996	0.3711380988
417	0.8251466697	0.3710267422
418	0.8253767399	0.3708607894
419	0.8253767399	0.3707812191
420	0.825491775	0.3706146365
421	0.8256068101	0.3704838683
422	0.8256068101	0.3703667583
423	0.8257218452	0.3702366445
424	0.8256068101	0.3701708511
425	0.8256068101	0.3700311094
426	0.8256068101	0.3698836596
427	0.825491775	0.3698266255
428	0.8256068101	0.3696780586
429	0.8257218452	0.3696080017
430	0.8258368802	0.3694685314
431	0.8256068101	0.3693285283
432	0.8256068101	0.3691852215
433	0.8256068101	0.3691121811
434	0.8257218452	0.3689619588
435	0.8258368802	0.3687953969
436	0.8260669504	0.368675849
437	0.8260669504	0.3685670883
438	0.8261819855	0.3684304965
439	0.8261819855	0.3682703971
440	0.8265270908	0.3681577598
441	0.8265270908	0.3680467705
442	0.8264120557	0.3679544601
443	0.8264120557	0.3678441643
444	0.8265270908	0.3677620081
445	0.8267571609	0.3676574617
446	0.826872196	0.3675157101
447	0.826872196	0.3673401969
448	0.826872196	0.3672763879
449	0.8272173013	0.3671509876
450	0.8273323364	0.36705231
451	0.8273323364	0.3669892386
452	0.8273323364	0.3668891676
453	0.8275624065	0.3667642465
454	0.8277924767	0.3666338798
455	0.8273323364	0.366494502
456	0.8274473714	0.3663707674
457	0.8275624065	0.3662379101
458	0.8275624065	0.3661556706
459	0.8274473714	0.3660380613
460	0.8274473714	0.3659020065
461	0.8272173013	0.3657904243
462	0.8275624065	0.3656916687
463	0.8275624065	0.365543747
464	0.8275624065	0.365489462
465	0.8276774416	0.3653955117
466	0.8277924767	0.3652765503
467	0.8276774416	0.3651483126
468	0.8277924767	0.3649751601
469	0.8280225469	0.3648500151
470	0.828137582	0.3647395131
471	0.828252617	0.3646376791
472	0.828252617	0.3645757203
473	0.8280225469	0.3644626179
474	0.8280225469	0.3643546759
475	0.8280225469	0.364284604
476	0.828137582	0.3642165872
477	0.8283676521	0.3640536614
478	0.8284826872	0.3639061975
479	0.8284826872	0.3638057462
480	0.8287127574	0.3637058791
481	0.8285977223	0.3635971944
482	0.8285977223	0.3634680598
483	0.8283676521	0.3633390317
484	0.8284826872	0.3632334509
485	0.8283676521	0.3631085953
486	0.8283676521	0.3630386591
487	0.8287127574	0.3629036903
488	0.8288277925	0.3628376133
489	0.8285977223	0.3627341002
490	0.828252617	0.3626453046
491	0.8285977223	0.362544365
492	0.8287127574	0.3624341624
493	0.8287127574	0.3622832072
494	0.8287127574	0.3621882751
495	0.8288277925	0.3620816812
496	0.8288277925	0.3619859392
497	0.8290578626	0.3618837202
498	0.8290578626	0.3617590879
499	0.8294029679	0.3616485244
500	0.8292879328	0.3615470623
501	0.829518003	0.3614473143
502	0.8298631082	0.361333736
503	0.8298631082	0.3612736309
504	0.829518003	0.3611461575
505	0.829518003	0.361051179
506	0.8300931784	0.3609234226
507	0.8298631082	0.3608437384
508	0.8297480732	0.3607692378
509	0.8296330381	0.3607145869
510	0.8297480732	0.3606242836
511	0.8297480732	0.3605490506
512	0.8297480732	0.3604671725
513	0.8299781433	0.3603544361
514	0.8299781433	0.3602583781
515	0.8302082135	0.360208352
516	0.8302082135	0.3600623382
517	0.8304382837	0.3599867861
518	0.8305533188	0.359907941
519	0.8303232486	0.3598287123
520	0.8304382837	0.359722186
521	0.8304382837	0.359590109
522	0.8305533188	0.3594411842
523	0.8305533188	0.3593792864
524	0.8305533188	0.3593092976
525	0.8303232486	0.3591385442
526	0.8304382837	0.3590457051
527	0.8304382837	0.3589801067
528	0.8305533188	0.3588274032
529	0.8307833889	0.3587244507
530	0.8306683538	0.3586247027
531	0.8305533188	0.3585342422
532	0.8304382837	0.3584236874
533	0.8304382837	0.3583472445
534	0.830898424	0.3582661536
535	0.8307833889	0.3581853679
536	0.8310134591	0.3580981509
537	0.830898424	0.3580250325
538	0.830898424	0.3579349029
539	0.830898424	0.3578528666
540	0.8310134591	0.3577627802
541	0.8311284942	0.3576991728
542	0.830898424	0.3576329141
543	0.8307833889	0.3575057522
544	0.8311284942	0.357389789
545	0.8312435293	0.3573217668
546	0.8312435293	0.3571949491
547	0.8312435293	0.3571179381
548	0.8312435293	0.3570602848
549	0.8313585644	0.3569580717
550	0.8312435293	0.3568425191
551	0.8313585644	0.3567521255
552	0.8315886345	0.356654679
553	0.8318187047	0.3565493552
554	0.8317036696	0.3564752745
555	0.8318187047	0.3563666192
556	0.8317036696	0.3562556032
557	0.8320487749	0.3561794424
558	0.8319337398	0.3560884437
559	0.8320487749	0.3559783605
560	0.8320487749	0.355923276
561	0.83216381	0.3558122718
562	0.832278845	0.3557365019
563	0.83216381	0.3556677421
564	0.8320487749	0.3555605904
565	0.83216381	0.3554439581
566	0.83216381	0.3553257204
567	0.8327389854	0.3552083177
568	0.8330840906	0.3550732973
569	0.8329690556	0.3549932965
570	0.8331991257	0.3549358119
571	0.8334291959	0.3548837244
572	0.8334291959	0.3547995421
573	0.833544231	0.3546968504
574	0.8336592661	0.3545474844
575	0.8336592661	0.3544626082
576	0.833544231	0.3544100045
577	0.833544231	0.3543045412
578	0.8334291959	0.3542242747
579	0.833544231	0.3541427606
580	0.833544231	0.3540823071
581	0.833544231	0.3539411559
582	0.8331991257	0.3538615352
583	0.8331991257	0.3538101144
584	0.8330840906	0.3537138031
585	0.8330840906	0.3536207646
586	0.8333141608	0.3535293689
587	0.8334291959	0.3534200352
588	0.8333141608	0.3533473859
589	0.8333141608	0.3532448886
590	0.8334291959	0.3531764145
591	0.8340043713	0.3530643554
592	0.8340043713	0.3529647483
593	0.8340043713	0.3529030888
594	0.8340043713	0.3528405597
595	0.8338893362	0.3527480921
596	0.8342344415	0.3526562474
597	0.8343494766	0.3525880006
598	0.8344645117	0.3525353854
599	0.8350396871	0.3524006893
600	0.8350396871	0.3522739541
601	0.8352697573	0.3521394524
602	0.8352697573	0.3520355978
603	0.8353847924	0.3519758965
604	0.8354998274	0.3518485111
605	0.8354998274	0.3517958605
606	0.8356148625	0.3517143338
607	0.8356148625	0.3516235986
608	0.8358449327	0.3515417415
609	0.8358449327	0.3514197679
610	0.8364201081	0.351260403
611	0.836305073	0.351182423
612	0.8366501783	0.3510856243
613	0.8366501783	0.3510211033
614	0.8367652134	0.3509498336
615	0.8371103186	0.3508341497
616	0.837570459	0.3507622642
617	0.8374554239	0.3506236681
618	0.837570459	0.3505209628
619	0.8378005292	0.35037104
620	0.8380305993	0.3502867496
621	0.8381456344	0.3501571788
622	0.8381456344	0.3500963043
623	0.8382606695	0.3499970401
624	0.8381456344	0.3499248624
625	0.8382606695	0.3498154559
626	0.8382606695	0.3497357836
627	0.8383757046	0.3496700552
628	0.8382606695	0.349605933
629	0.8381456344	0.3494897688
630	0.8382606695	0.3494287962
631	0.8382606695	0.3493891662
632	0.8382606695	0.3492957212
633	0.8381456344	0.3492253681
634	0.8381456344	0.3491659524
635	0.8381456344	0.3490814741
636	0.8382606695	0.349002437
637	0.8382606695	0.3489257282
638	0.8381456344	0.3488690695
639	0.8382606695	0.3487829009
640	0.8382606695	0.3487252532
641	0.8381456344	0.3486284266
642	0.8382606695	0.3485093658
643	0.8383757046	0.3484346263
644	0.8384907397	0.3483248771
645	0.8383757046	0.3482367331
646	0.8383757046	0.348166352
647	0.8386057748	0.3480318359
648	0.8386057748	0.3479602037
649	0.8387208098	0.3478771333
650	0.8387208098	0.347846209
651	0.8387208098	0.3477526545
652	0.8387208098	0.3476694086
653	0.8388358449	0.347554969
654	0.8390659151	0.3474528254
655	0.8391809502	0.3473584746
656	0.8391809502	0.3472934806
657	0.8391809502	0.3472455088
658	0.8394110204	0.347178934
659	0.8392959853	0.3471206934
660	0.8392959853	0.3470015346
661	0.8394110204	0.3469201219
662	0.8395260554	0.3468558755
663	0.8395260554	0.3467993632
664	0.8396410905	0.3467363643
665	0.8396410905	0.3466102886
666	0.8396410905	0.3465302098
667	0.8396410905	0.3464536495
668	0.8398711607	0.3463174353
669	0.8398711607	0.346178453
670	0.8405613712	0.3461119654
671	0.840216266	0.3460023506
672	0.8401012309	0.3458999523
673	0.8405613712	0.3458534996
674	0.840331301	0.3457481513
675	0.8401012309	0.3456849522
676	0.8399861958	0.3456169461
677	0.8401012309	0.3455370819
678	0.840216266	0.3454452263
679	0.840216266	0.3453685833
680	0.840216266	0.3453265651
681	0.8401012309	0.3452393167
682	0.840216266	0.3451334505
683	0.8401012309	0.3450908751
684	0.840216266	0.3449877541
685	0.840331301	0.3448946649
686	0.840331301	0.3447276734
687	0.8404463361	0.344633055
688	0.840331301	0.3445829404
689	0.8404463361	0.344516111
690	0.8404463361	0.3444478527
691	0.8404463361	0.3443648728
692	0.8404463361	0.3443096466
693	0.8405613712	0.3442529712
694	0.8405613712	0.3441091467
695	0.8405613712	0.3440644284
696	0.8405613712	0.3439895977
697	0.8404463361	0.3439218802
698	0.8405613712	0.343883318
699	0.8405613712	0.3438362817
700	0.8404463361	0.3437810842
701	0.8406764063	0.3437144961
702	0.8410215116	0.3435564412
703	0.8410215116	0.3434325441
704	0.8410215116	0.3433542316
705	0.8411365466	0.3432969146
706	0.8413666168	0.3432562585
707	0.8413666168	0.3431788075
708	0.8413666168	0.3430834842
709	0.8411365466	0.3429680315
710	0.8412515817	0.342876877
711	0.8412515817	0.3428278895
712	0.8417117221	0.3427513739
713	0.8418267572	0.3426271692
714	0.8417117221	0.342514717
715	0.841596687	0.3423738109
716	0.8417117221	0.3422739005
717	0.841596687	0.3421574236
718	0.8417117221	0.3420969627
719	0.8417117221	0.342045136
720	0.8418267572	0.3419343727
721	0.8419417922	0.3418640201
722	0.8420568273	0.3418235578
723	0.8420568273	0.3417369639
724	0.8420568273	0.3416596439
725	0.8420568273	0.3416123134
726	0.8420568273	0.3415438985
727	0.8420568273	0.3414658712
728	0.8420568273	0.341405873
729	0.8420568273	0.3412903403
730	0.8424019326	0.3412092516
731	0.8425169677	0.3410980578
732	0.8426320028	0.3409933944
733	0.8424019326	0.3409312231
734	0.8424019326	0.3408491154
735	0.8425169677	0.3407823666
736	0.8425169677	0.3406994353
737	0.8425169677	0.3406316809
738	0.8425169677	0.3405207298
739	0.8427470378	0.340419274
740	0.8427470378	0.3402902466
741	0.8427470378	0.340220433
742	0.8426320028	0.3400838411
743	0.8427470378	0.3400287053
744	0.8427470378	0.3399768504
745	0.8427470378	0.3399490289
746	0.8427470378	0.3398741615
747	0.8428620729	0.3397866234
748	0.842977108	0.3397064257
749	0.842977108	0.3396767166
750	0.8432071782	0.3395959475
751	0.8432071782	0.3395429819
752	0.8432071782	0.3394344896
753	0.8432071782	0.3393571677
754	0.8433222133	0.3392935476
755	0.8433222133	0.3391463429
756	0.8432071782	0.3389930502
757	0.8432071782	0.3388743808
758	0.8430921431	0.3387912847
759	0.8433222133	0.3387048128
760	0.8437823536	0.3386093632
761	0.8438973887	0.3385007374
762	0.8437823536	0.3384385603
763	0.8440124238	0.3383450325
764	0.8440124238	0.3382476
765	0.8440124238	0.3382057252
766	0.844242494	0.3381027987
767	0.844242494	0.337988683
768	0.8441274589	0.337925094
769	0.844357529	0.3378046733
770	0.8444725641	0.3377597002
771	0.844357529	0.337634392
772	0.844357529	0.3375798859
773	0.8445875992	0.3374971721
774	0.8448176694	0.337422008
775	0.8450477396	0.3372931245
776	0.8450477396	0.3372335888
777	0.8449327045	0.3371649233
778	0.8449327045	0.3371060918
779	0.8449327045	0.3369811169
780	0.8451627746	0.336939677
781	0.8449327045	0.3368076299
782	0.8448176694	0.3367472675
783	0.8448176694	0.3366720356
784	0.8448176694	0.3365744307
785	0.8448176694	0.3365403333
786	0.8449327045	0.336472327
787	0.8449327045	0.3363687468
788	0.8445875992	0.3363008906
789	0.8451627746	0.3362006665
790	0.8449327045	0.336149553
791	0.8451627746	0.3360792384
792	0.8451627746	0.3360441696
793	0.8451627746	0.3359725333
794	0.8451627746	0.3359216694
795	0.8453928448	0.3358150068
796	0.8453928448	0.3357886069
797	0.8455078799	0.3357344556
798	0.8455078799	0.3356810694
799	0.8455078799	0.3356273915
800	0.8452778097	0.3355157066
801	0.845622915	0.3354506872
802	0.845622915	0.3353968594
803	0.8457379501	0.3353359134
804	0.845622915	0.3352400339
805	0.8457379501	0.3351668127
806	0.845622915	0.3350620364
807	0.8459680202	0.3350165848
808	0.8460830553	0.3349616998
809	0.8458529852	0.3349076988
810	0.8458529852	0.3348004664
811	0.8458529852	0.3347443757
812	0.8459680202	0.3346410749
813	0.8459680202	0.3345453706
814	0.8460830553	0.3344550324
815	0.8459680202	0.3343403307
816	0.8459680202	0.3343059894
817	0.8461980904	0.3342378959
818	0.8463131255	0.3341791809
819	0.8463131255	0.3341035676
820	0.8466582308	0.3340086851
821	0.8466582308	0.3339394811
822	0.8465431957	0.3338397588
823	0.8465431957	0.3337853251
824	0.8465431957	0.3337033167
825	0.8466582308	0.3336383874
826	0.8467732658	0.3335466264
827	0.8468883009	0.3334534144
828	0.8468883009	0.3333445079
829	0.847003336	0.3332151484
830	0.847003336	0.3331737538
831	0.847003336	0.333110735
832	0.8471183711	0.3330525442
833	0.8472334062	0.3329758898
834	0.8473484413	0.3328990039
835	0.8472334062	0.3328432131
836	0.8473484413	0.3327700976
837	0.8474634764	0.3327234496
838	0.8474634764	0.3326731532
839	0.8474634764	0.3325926574
840	0.8474634764	0.3325182366
841	0.8476935465	0.3324549744
842	0.8478085816	0.3324188648
843	0.8476935465	0.3323344514
844	0.8474634764	0.3322775354
845	0.8474634764	0.3322263517
846	0.8475785114	0.3321810286
847	0.8475785114	0.3321187729
848	0.8475785114	0.3320635568
849	0.8475785114	0.3319961536
850	0.8478085816	0.3319075927
851	0.8476935465	0.3318552198
852	0.8476935465	0.3317639067
853	0.8476935465	0.3316441243
854	0.8478085816	0.3316133473
855	0.8478085816	0.3315408603
856	0.8478085816	0.3314399064
857	0.8478085816	0.3313742712
858	0.8476935465	0.3313086593
859	0.8476935465	0.3312575171
860	0.8476935465	0.3311790262
861	0.8479236167	0.33111934
862	0.8479236167	0.3310517128
863	0.8480386518	0.3309950396
864	0.8481536869	0.330941985
865	0.848383757	0.3308294179
866	0.848383757	0.3307410463
867	0.8484987921	0.330685297
868	0.8486138272	0.3305892823
869	0.8487288623	0.33051511
870	0.8488438974	0.3303883667
871	0.8487288623	0.3303186319
872	0.8488438974	0.3302416719
873	0.8486138272	0.3301576149
874	0.8484987921	0.3301022211
875	0.8486138272	0.3300465468
876	0.8487288623	0.3299241502
877	0.8488438974	0.3298125856
878	0.8488438974	0.329717728
879	0.8489589325	0.329625708
880	0.8490739676	0.3295485171
881	0.8489589325	0.3294822458
882	0.8491890026	0.3293660481
883	0.8491890026	0.3293011438
884	0.8491890026	0.3292814532
